"AircraftDescription","Description","Designator","EngineCount","EngineType","ManufacturerCode","ModelFullName","WTC"
"LandPlane","L2J","E55P","2","Jet","EMBRAER","EMB-505 Phenom 300","M"
"LandPlane","L2J","E55P","2","Jet","EMBRAER","Phenom 300","M"
"LandPlane","L2J","E190","2","Jet","EMBRAER","Lineage 1000","M"
"LandPlane","L2J","E190","2","Jet","EMBRAER","ERJ-190 Lineage 1000","M"
"LandPlane","L2J","E35L","2","Jet","EMBRAER","EMB-135BJ Legacy 600","M"
"LandPlane","L2J","E35L","2","Jet","EMBRAER","EMB-135BJ Legacy","M"
"LandPlane","L2J","E35L","2","Jet","EMBRAER","EMB-135BJ Legacy 650","M"
"LandPlane","L2J","E35L","2","Jet","EMBRAER","VC-99B Legacy","M"
"LandPlane","L2J","E35L","2","Jet","EMBRAER","VC-99B Legacy 600","M"
"LandPlane","L2J","E145","2","Jet","EMBRAER","E-99","M"
"LandPlane","L2J","E145","2","Jet","EMBRAER","VC-99A","M"
"LandPlane","L2J","E145","2","Jet","EMBRAER","EMB-145AEW&C","M"
"LandPlane","L2J","E145","2","Jet","EMBRAER","EMB-145SM","M"
"LandPlane","L2J","E135","2","Jet","EMBRAER","VC-99C","M"
"LandPlane","L2J","E135","2","Jet","EMBRAER","EMB-135ER","M"
"LandPlane","L2J","E135","2","Jet","EMBRAER","EMB-135KE","M"
"LandPlane","L2J","E135","2","Jet","EMBRAER","EMB-135KL","M"
"LandPlane","L2J","E135","2","Jet","EMBRAER","EMB-135LR","M"
"LandPlane","L2J","E35L","2","Jet","EMBRAER","Legacy","M"
"LandPlane","L2J","E35L","2","Jet","EMBRAER","Legacy 600","M"
"LandPlane","L2J","E35L","2","Jet","EMBRAER","Legacy 650","M"
"LandPlane","L2J","E195","2","Jet","EMBRAER","195","M"
"LandPlane","L2J","E190","2","Jet","EMBRAER","ERJ-190-100","M"
"LandPlane","L2J","E195","2","Jet","EMBRAER","ERJ-190-200","M"
"LandPlane","L2J","KC39","2","Jet","EMBRAER","KC-390","M"
"LandPlane","L1P","P28U","1","Piston","EMBRAER","EMB-711ST Corisco 2 Turbo","L"
"LandPlane","L1P","P28U","1","Piston","EMBRAER","Corisco 2 Turbo","L"
"LandPlane","L2J","SJ30","2","Jet","EMIVEST","SJ-30","L"
"LandPlane","L1P","MA1","1","Piston","EMROTH","Diablo","L"
"LandPlane","L1P","MA1","1","Piston","EMROTH","MA-1 Diablo","L"
"LandPlane","L1J","MIRA","1","Jet","ENAER","50 Pantera","M"
"LandPlane","L1J","C101","1","Jet","ENAER","A-36 Halcón","L"
"LandPlane","L1T","TPIL","1","Turboprop/Turboshaft","ENAER","Aucán","L"
"LandPlane","L1J","C101","1","Jet","ENAER","Aviojet","L"
"LandPlane","L1J","C101","1","Jet","ENAER","C-101 Aviojet","L"
"LandPlane","L1P","NMCU","1","Piston","ENAER","ECH-02 Namcu","L"
"LandPlane","L1P","PILL","1","Piston","ENAER","ECH-51 Pillán","L"
"LandPlane","L1J","C101","1","Jet","ENAER","Halcón","L"
"LandPlane","L1P","NMCU","1","Piston","ENAER","Namcu","L"
"LandPlane","L1J","MIRA","1","Jet","ENAER","Pantera","M"
"LandPlane","L1P","PILL","1","Piston","ENAER","Pillán","L"
"LandPlane","L1P","PILL","1","Piston","ENAER","T-35A Pillán","L"
"LandPlane","L1P","PILL","1","Piston","ENAER","T-35B Pillán","L"
"LandPlane","L1P","PILL","1","Piston","ENAER","T-35C Pillán","L"
"LandPlane","L1P","PILL","1","Piston","ENAER","T-35D Pillán","L"
"LandPlane","L1T","TPIL","1","Turboprop/Turboshaft","ENAER","T-35DT Turbo Pillán","L"
"LandPlane","L1P","PILL","1","Piston","ENAER","T-35S Pillán","L"
"LandPlane","L1T","TPIL","1","Turboprop/Turboshaft","ENAER","T-35TX Aucán","L"
"LandPlane","L1J","C101","1","Jet","ENAER","T-36 Aviojet","L"
"LandPlane","L1T","TPIL","1","Turboprop/Turboshaft","ENAER","Turbo Pillán","L"
"LandPlane","L2J","CNBR","2","Jet","ENGLISH ELECTRIC","Canberra","M"
"LandPlane","L2J","LTNG","2","Jet","ENGLISH ELECTRIC","Lightning","M"
"Helicopter","H1P","EN28","1","Piston","ENSTROM","280 Shark","L"
"Helicopter","H1T","EN48","1","Turboprop/Turboshaft","ENSTROM","480","L"
"Helicopter","H1P","EN28","1","Piston","ENSTROM","F-28","L"
"Helicopter","H1P","EN28","1","Piston","ENSTROM","F-28 Falcon","L"
"Helicopter","H1P","EN28","1","Piston","ENSTROM","F-28 Sentinel","L"
"Helicopter","H1P","EN28","1","Piston","ENSTROM","Falcon","L"
"Helicopter","H1P","EN28","1","Piston","ENSTROM","Sentinel","L"
"Helicopter","H1P","EN28","1","Piston","ENSTROM","Shark","L"
"Helicopter","H1T","EN48","1","Turboprop/Turboshaft","ENSTROM","TH-28","L"
"LandPlane","L1P","EPER","1","Piston","EPERVIER (1)","Epervier","L"
"LandPlane","L1P","EPX1","1","Piston","EPERVIER (2)","X-1","L"
"LandPlane","L1T","EPIC","1","Turboprop/Turboshaft","EPIC AIRCRAFT","Epic LT","L"
"LandPlane","L1T","EPIC","1","Turboprop/Turboshaft","EPIC AIRCRAFT","E-1000","L"
"LandPlane","L2J","ELIT","2","Jet","EPIC AIRCRAFT","Epic Elite","L"
"LandPlane","L1T","ESCA","1","Turboprop/Turboshaft","EPIC AIRCRAFT","Epic Escape","L"
"LandPlane","L1J","EVIC","1","Jet","EPIC AIRCRAFT","Epic Victory","L"
"LandPlane","L1T","EPIC","1","Turboprop/Turboshaft","EPIC AIRCRAFT","Epic Dynasty","L"
"LandPlane","L1P","ERCO","1","Piston","ERCO","415 Ercoupe","L"
"LandPlane","L1P","ERCO","1","Piston","ERCO","Ercoupe","L"
"LandPlane","L1P","CP32","1","Piston","ERPALS","CP-320 SuperEmeraude","L"
"LandPlane","L1P","CP32","1","Piston","ERPALS","CP-324 Super Emeraude","L"
"LandPlane","L1P","CP32","1","Piston","ERPALS","Super Emeraude","L"
"LandPlane","L1P","ETA","1","Piston","ETA AIRCRAFT","Eta","L"
"LandPlane","L1T","G64T","1","Turboprop/Turboshaft","ETHIOPIAN AIRLINES","Eshet","L"
"LandPlane","L1T","G64T","1","Turboprop/Turboshaft","ETHIOPIAN AIRLINES","G-164 Eshet","L"
"LandPlane","L1P","J177","1","Piston","EURO PINGOUIN","Pingouin 152","L"
"LandPlane","L1P","J177","1","Piston","EURO PINGOUIN","JA-177 Pingouin 152","L"
"LandPlane","L1P","JFOX","1","Piston","EUROALA","Jet Fox","L"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","EUROCOPTER","AS-332C Super Puma","M"
"Helicopter","H2T","EC25","2","Turboprop/Turboshaft","EUROCOPTER","Caracal","M"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","Stylence (AS-350)","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","EUROCOPTER","Stylence (AS-355)","L"
"Helicopter","H1T","EC20","1","Turboprop/Turboshaft","EUROCOPTER","Stylence (EC-120)","L"
"Helicopter","H1T","EC30","1","Turboprop/Turboshaft","EUROCOPTER","Stylence (EC-130)","L"
"Helicopter","H2T","EC25","2","Turboprop/Turboshaft","EUROCOPTER","EC-725 Caracal","M"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","AS-350 Stylence","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","EUROCOPTER","AS-355 Stylence","L"
"Helicopter","H1T","EC20","1","Turboprop/Turboshaft","EUROCOPTER","EC-120 Stylence","L"
"Helicopter","H1T","EC30","1","Turboprop/Turboshaft","EUROCOPTER","EC-130 Stylence","L"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","EUROCOPTER","AS-332L1 Super Puma","M"
"Helicopter","H2T","AS3B","2","Turboprop/Turboshaft","EUROCOPTER","AS-332L2 Super Puma Mk2","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","EUROCOPTER","AS-332M1 Super Puma","M"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","AS-350 AStar","L"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","AS-350 Ecureuil","L"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","AS-350 SuperStar","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","EUROCOPTER","AS-355 Ecureuil 2","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","EUROCOPTER","AS-355 TwinStar","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","EUROCOPTER","AS-365 Dauphin 2","L"
"Helicopter","H2T","AS3B","2","Turboprop/Turboshaft","EUROCOPTER","AS-532A2 Cougar Mk2","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","EUROCOPTER","AS-532AL Cougar","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","EUROCOPTER","AS-532SC Cougar","M"
"Helicopter","H2T","AS3B","2","Turboprop/Turboshaft","EUROCOPTER","AS-532U2 Cougar Mk2","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","EUROCOPTER","AS-532UC Cougar","M"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","EUROCOPTER","AS-532UL Cougar","M"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","AS-550 Fennec","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","EUROCOPTER","AS-555 Fennec","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","EUROCOPTER","AS-565 Atalef","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","EUROCOPTER","AS-565 Panther","L"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","AStar","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","EUROCOPTER","Atalef","L"
"Helicopter","H2T","B105","2","Turboprop/Turboshaft","EUROCOPTER","BO-105","L"
"Helicopter","H2T","B105","2","Turboprop/Turboshaft","EUROCOPTER","BO-105 Super Five","L"
"Helicopter","H1T","EC20","1","Turboprop/Turboshaft","EUROCOPTER","Colibri","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER","UH-145","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER","UH-72 Lakota","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER","Lakota","L"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","EUROCOPTER","Cougar","M"
"Helicopter","H2T","AS3B","2","Turboprop/Turboshaft","EUROCOPTER","Cougar Mk2","M"
"Helicopter","H2T","EC25","2","Turboprop/Turboshaft","EUROCOPTER","Cougar Mk2+","M"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","EUROCOPTER","Dauphin 2","L"
"Helicopter","H1T","EC20","1","Turboprop/Turboshaft","EUROCOPTER","EC-120 Colibri","L"
"Helicopter","H1T","EC30","1","Turboprop/Turboshaft","EUROCOPTER","EC-130","L"
"Helicopter","H2T","EC35","2","Turboprop/Turboshaft","EUROCOPTER","EC-135","L"
"Helicopter","H2T","EC55","2","Turboprop/Turboshaft","EUROCOPTER","EC-155","L"
"Helicopter","H2T","EC25","2","Turboprop/Turboshaft","EUROCOPTER","EC-225 Super Puma Mk2+","M"
"Helicopter","H2T","EC35","2","Turboprop/Turboshaft","EUROCOPTER","EC-635","L"
"Helicopter","H2T","TIGR","2","Turboprop/Turboshaft","EUROCOPTER","EC-665 Tiger","L"
"Helicopter","H2T","TIGR","2","Turboprop/Turboshaft","EUROCOPTER","EC-665 Tigre","L"
"Helicopter","H2T","EC25","2","Turboprop/Turboshaft","EUROCOPTER","EC-725 Cougar Mk2+","M"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","Ecureuil","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","EUROCOPTER","Ecureuil 2","L"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","Fennec (AS-550)","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","EUROCOPTER","Fennec (AS-555)","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","EUROCOPTER","Gazelle","L"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","EUROCOPTER","Hkp10 Super Puma","M"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","EUROCOPTER","HM-1 Panther","L"
"Helicopter","H1T","LAMA","1","Turboprop/Turboshaft","EUROCOPTER","Lama","L"
"Helicopter","H2T","AS65","2","Turboprop/Turboshaft","EUROCOPTER","Panther","L"
"Helicopter","H1T","LAMA","1","Turboprop/Turboshaft","EUROCOPTER","SA-315 Lama","L"
"Helicopter","H1T","GAZL","1","Turboprop/Turboshaft","EUROCOPTER","SA-342 Gazelle","L"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","Squirrel","L"
"Helicopter","H2T","B105","2","Turboprop/Turboshaft","EUROCOPTER","Super Five","L"
"Helicopter","H2T","AS32","2","Turboprop/Turboshaft","EUROCOPTER","Super Puma","M"
"Helicopter","H2T","AS3B","2","Turboprop/Turboshaft","EUROCOPTER","Super Puma Mk2","M"
"Helicopter","H2T","EC25","2","Turboprop/Turboshaft","EUROCOPTER","Super Puma Mk2+","M"
"Helicopter","H1T","AS50","1","Turboprop/Turboshaft","EUROCOPTER","SuperStar","L"
"Helicopter","H2T","TIGR","2","Turboprop/Turboshaft","EUROCOPTER","Tiger","L"
"Helicopter","H2T","TIGR","2","Turboprop/Turboshaft","EUROCOPTER","Tigre","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","EUROCOPTER","Twin Squirrel","L"
"Helicopter","H2T","AS55","2","Turboprop/Turboshaft","EUROCOPTER","TwinStar","L"
"Helicopter","H2T","X3","2","Turboprop/Turboshaft","EUROCOPTER","X-3","L"
"Helicopter","H2T","EC75","2","Turboprop/Turboshaft","EUROCOPTER-HARBIN","EC-175","L"
"Helicopter","H2T","EC75","2","Turboprop/Turboshaft","EUROCOPTER-HARBIN","Z-15","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER-KAWASAKI","EC-145 Stylence","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER-KAWASAKI","Stylence (EC-145)","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER-KAWASAKI","H-72 Lakota","L"
"Helicopter","H2T","BK17","2","Turboprop/Turboshaft","EUROCOPTER-KAWASAKI","BK-117B","L"
"Helicopter","H2T","BK17","2","Turboprop/Turboshaft","EUROCOPTER-KAWASAKI","BK-117C-1","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER-KAWASAKI","BK-117C-2","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER-KAWASAKI","EC-145","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER-KAWASAKI","UH-145","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER-KAWASAKI","UH-72 Lakota","L"
"Helicopter","H2T","EC45","2","Turboprop/Turboshaft","EUROCOPTER-KAWASAKI","Lakota","L"
"LandPlane","L1P","SR01","1","Piston","EURODISPLAY","SR-01 Magic","L"
"LandPlane","L1P","SR01","1","Piston","EURODISPLAY","Magic","L"
"LandPlane","L1P","NMCU","1","Piston","EURO-ENAER","Eaglet","L"
"LandPlane","L1P","NMCU","1","Piston","EURO-ENAER","EE-10 Eaglet","L"
"LandPlane","L2J","EUFI","2","Jet","EUROFIGHTER","Eurofighter 2000","M"
"LandPlane","L2J","EUFI","2","Jet","EUROFIGHTER","Typhoon","M"
"LandPlane","L1P","FB5","1","Piston","EURO-FLY","FB-5 Star Light","L"
"LandPlane","L1P","FLSH","1","Piston","EURO-FLY","Flash","L"
"LandPlane","L1P","FB5","1","Piston","EURO-FLY","Star Light","L"
"LandPlane","L1P","ATTL","1","Piston","EURONEF","ATTL-1","L"
"LandPlane","L1P","EUPA","1","Piston","EUROPA","Europa","L"
"LandPlane","L1P","PICO","1","Piston","EUROSPACE","Excalibur","L"
"LandPlane","L1P","PICO","1","Piston","EUROSPACE","F-15 Excalibur","L"
"LandPlane","L2P","EVAN","2","Piston","EVANGEL","4500 Evangel","L"
"LandPlane","L2P","EVAN","2","Piston","EVANGEL","Evangel","L"
"LandPlane","L1P","VP2","1","Piston","EVANS","Volksplane","L"
"LandPlane","L1P","VP2","1","Piston","EVANS","VP-2 Volksplane","L"
"LandPlane","L1P","EVSS","1","Piston","EVEKTOR","SportStar","L"
"LandPlane","L1P","VUT1","1","Piston","EVEKTOR","Cobra","L"
"LandPlane","L1P","VUT1","1","Piston","EVEKTOR","VUT-100 Cobra","L"
"LandPlane","L1P","EV97","1","Piston","EVEKTOR","EV-97 EuroStar","L"
"LandPlane","L2P","EV55","2","Piston","EVEKTOR","Outback","L"
"LandPlane","L1P","EV97","1","Piston","EVEKTOR","EV-97 Harmony","L"
"LandPlane","L2P","EV55","2","Piston","EVEKTOR","EV-55 Outback","L"
"LandPlane","L1P","EV97","1","Piston","EVEKTOR","EuroStar","L"
"LandPlane","L1P","EV97","1","Piston","EVEKTOR","Harmony","L"
"LandPlane","L2P","BE50","2","Piston","EXCALIBUR","Excalibur","L"
"LandPlane","L2P","BE65","2","Piston","EXCALIBUR","Queenaire 800 (65)","L"
"LandPlane","L2P","BE80","2","Piston","EXCALIBUR","Queenaire 800 (80)","L"
"LandPlane","L2P","BE80","2","Piston","EXCALIBUR","Queenaire 8800","L"
"LandPlane","L1J","SJET","1","Jet","EXCEL-JET","Sport-Jet 2","L"
"LandPlane","L1T","GR51","1","Turboprop/Turboshaft","EXCLUSIVE","Grand 51","L"
"LandPlane","L1T","GR51","1","Turboprop/Turboshaft","EXCLUSIVE","P-51G Grand 51","L"
"LandPlane","L1P","BKUT","1","Piston","EXPERIMENTAL AVIATION","Berkut","L"
"LandPlane","L1P","ELPS","1","Piston","EXPLORER (1)","Ellipse","L"
"LandPlane","L1T","EX5T","1","Turboprop/Turboshaft","EXPLORER (2)","Explorer 500T","L"
"LandPlane","L1P","EXPR","1","Piston","EXPRESS","90","L"
"LandPlane","L1P","EXPR","1","Piston","EXPRESS","Express","L"
"LandPlane","L1P","EXPR","1","Piston","EXPRESS","Express 2000","L"
"LandPlane","L1P","EXPR","1","Piston","EXPRESS","Express 2000RG","L"
"LandPlane","L1P","EXPR","1","Piston","EXPRESS","Loadmaster","L"
"LandPlane","L1P","E200","1","Piston","EXTRA","EA-200","L"
"LandPlane","L1P","E230","1","Piston","EXTRA","EA-230","L"
"LandPlane","L1P","E300","1","Piston","EXTRA","EA-300","L"
"LandPlane","L1P","E300","1","Piston","EXTRA","EA-330","L"
"LandPlane","L1P","E300","1","Piston","EXTRA","EA-350","L"
"LandPlane","L1P","E400","1","Piston","EXTRA","EA-400","L"
"LandPlane","L1T","E500","1","Turboprop/Turboshaft","EXTRA","EA-500","L"
"Helicopter","H1T","ALO3","1","Turboprop/Turboshaft","F+W EMMEN","Alouette 3","L"
"LandPlane","L1J","VAMP","1","Jet","F+W EMMEN","DH-100 Vampire","L"
"LandPlane","L1J","VNOM","1","Jet","F+W EMMEN","DH-112 Venom","M"
"LandPlane","L1J","VAMP","1","Jet","F+W EMMEN","DH-115 Vampire","L"
"LandPlane","L2J","F5","2","Jet","F+W EMMEN","F-5 Tiger 2","M"
"LandPlane","L1J","HAWK","1","Jet","F+W EMMEN","Hawk","M"
"LandPlane","L1J","MIRA","1","Jet","F+W EMMEN","Mirage 3","M"
"Helicopter","H1T","ALO3","1","Turboprop/Turboshaft","F+W EMMEN","SE-3160 Alouette 3","L"
"LandPlane","L2J","F5","2","Jet","F+W EMMEN","Tiger 2","M"
"LandPlane","L1J","VAMP","1","Jet","F+W EMMEN","Vampire","L"
"LandPlane","L1J","VNOM","1","Jet","F+W EMMEN","Venom","M"
"LandPlane","L2J","A10","2","Jet","FAIRCHILD (1)","A-10 Thunderbolt 2","M"
"LandPlane","L1P","FA24","1","Piston","FAIRCHILD (1)","Argus","L"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","C-26 Metro","L/M"
"LandPlane","L2P","C82","2","Piston","FAIRCHILD (1)","C-82 Packet","M"
"LandPlane","L2P","C119","2","Piston","FAIRCHILD (1)","C-119 Flying Boxcar","M"
"LandPlane","L2P","C123","2","Piston","FAIRCHILD (1)","C-123 Provider","M"
"LandPlane","L1P","FA62","1","Piston","FAIRCHILD (1)","Cornell","L"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","Expediter","L/M"
"Gyrocopter","G1P","UM18","1","Piston","FAIRCHILD (1)","F-18 Flymobil","L"
"LandPlane","L1P","FA24","1","Piston","FAIRCHILD (1)","F-24 Argus","L"
"LandPlane","L2T","F27","2","Turboprop/Turboshaft","FAIRCHILD (1)","F-27","M"
"LandPlane","L2P","C119","2","Piston","FAIRCHILD (1)","F-78 Flying Boxcar","M"
"LandPlane","L2P","C82","2","Piston","FAIRCHILD (1)","F-78 Packet","M"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","FAIRCHILD (1)","Fairchild 300","L"
"Helicopter","H1T","FH11","1","Turboprop/Turboshaft","FAIRCHILD (1)","FH-1100","L"
"LandPlane","L2P","C119","2","Piston","FAIRCHILD (1)","Flying Boxcar","M"
"Gyrocopter","G1P","UM18","1","Piston","FAIRCHILD (1)","Flymobil","L"
"LandPlane","L1P","FA24","1","Piston","FAIRCHILD (1)","Forwarder","L"
"LandPlane","L1T","PC6T","1","Turboprop/Turboshaft","FAIRCHILD (1)","Heli-Porter","L"
"LandPlane","L1P","FA62","1","Piston","FAIRCHILD (1)","M-62 Cornell","L"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","FAIRCHILD (1)","Merlin 3","L"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","Merlin 4","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","Merlin 23","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","Metro","L/M"
"LandPlane","L2J","A10","2","Jet","FAIRCHILD (1)","OA-10 Thunderbolt 2","M"
"LandPlane","L2P","C82","2","Piston","FAIRCHILD (1)","Packet","M"
"LandPlane","L1T","PC6T","1","Turboprop/Turboshaft","FAIRCHILD (1)","PC-6 Heli-Porter","L"
"LandPlane","L2P","C123","2","Piston","FAIRCHILD (1)","Provider","M"
"LandPlane","L1P","FA62","1","Piston","FAIRCHILD (1)","PT-19 Cornell","L"
"LandPlane","L1P","FA62","1","Piston","FAIRCHILD (1)","PT-23 Cornell","L"
"LandPlane","L1P","FA62","1","Piston","FAIRCHILD (1)","PT-26 Cornell","L"
"LandPlane","L2P","C119","2","Piston","FAIRCHILD (1)","R4Q Flying Boxcar","M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","RC-26 Metro","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","SA-227AC Metro","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","SA-227AT Expediter","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","SA-227AT Merlin 4","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","SA-227BC Metro","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","SA-227CC Metro","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","SA-227DC Expediter","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","SA-227DC Metro","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","SA-227PC Metro","L/M"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","FAIRCHILD (1)","SA-227TT Fairchild 300","L"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","FAIRCHILD (1)","SA-227TT Merlin 3","L"
"LandPlane","L1P","FA62","1","Piston","FAIRCHILD (1)","T-19 Cornell","L"
"LandPlane","L2J","A10","2","Jet","FAIRCHILD (1)","Thunderbolt 2","M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD (1)","UC-26 Merlin 4","L/M"
"LandPlane","L1P","FA24","1","Piston","FAIRCHILD (1)","UC-61 Argus","L"
"LandPlane","L1P","FA24","1","Piston","FAIRCHILD (1)","UC-61 Forwarder","L"
"LandPlane","L1P","KR34","1","Piston","FAIRCHILD (1)","KR-34","L"
"LandPlane","L1P","KR31","1","Piston","FAIRCHILD (1)","KR-31","L"
"LandPlane","L1P","KR21","1","Piston","FAIRCHILD (1)","KR-21","L"
"LandPlane","L1P","FA11","1","Piston","FAIRCHILD (2)","F-11 Husky","L"
"LandPlane","L1P","FA11","1","Piston","FAIRCHILD (2)","Husky","L"
"LandPlane","L2T","D228","2","Turboprop/Turboshaft","FAIRCHILD DORNIER","228","L"
"LandPlane","L2T","D328","2","Turboprop/Turboshaft","FAIRCHILD DORNIER","328","M"
"LandPlane","L2J","J328","2","Jet","FAIRCHILD DORNIER","328JET","M"
"LandPlane","L2J","J328","2","Jet","FAIRCHILD DORNIER","328JET Envoy 3","M"
"LandPlane","L2J","J728","2","Jet","FAIRCHILD DORNIER","728JET","M"
"LandPlane","L2J","J328","2","Jet","FAIRCHILD DORNIER","Envoy 3","M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD DORNIER","Metro","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD DORNIER","SA-227DC Metro","L/M"
"LandPlane","L2J","X55","2","Jet","FAIRCHILD DORNIER","X-55","M"
"LandPlane","L1T","PC6T","1","Turboprop/Turboshaft","FAIRCHILD HILLER","AU-23 Peacemaker","L"
"Helicopter","H1P","UH12","1","Piston","FAIRCHILD HILLER","E4","L"
"LandPlane","L2T","F27","2","Turboprop/Turboshaft","FAIRCHILD HILLER","F-27","M"
"LandPlane","L2T","F27","2","Turboprop/Turboshaft","FAIRCHILD HILLER","FH-227","M"
"Helicopter","H1T","FH11","1","Turboprop/Turboshaft","FAIRCHILD HILLER","FH-1100","L"
"LandPlane","L1T","PC6T","1","Turboprop/Turboshaft","FAIRCHILD HILLER","Heli-Porter","L"
"Helicopter","H1P","UH12","1","Piston","FAIRCHILD HILLER","L3","L"
"Helicopter","H1P","UH12","1","Piston","FAIRCHILD HILLER","L4","L"
"Helicopter","H1P","UH12","1","Piston","FAIRCHILD HILLER","OH-23 Raven","L"
"LandPlane","L1T","PC6T","1","Turboprop/Turboshaft","FAIRCHILD HILLER","PC-6 Heli-Porter","L"
"LandPlane","L1T","PC6T","1","Turboprop/Turboshaft","FAIRCHILD HILLER","Peacemaker","L"
"Helicopter","H1P","UH12","1","Piston","FAIRCHILD HILLER","Raven","L"
"Helicopter","H1P","UH12","1","Piston","FAIRCHILD HILLER","SL3","L"
"Helicopter","H1P","UH12","1","Piston","FAIRCHILD HILLER","SL4","L"
"Helicopter","H1P","UH12","1","Piston","FAIRCHILD HILLER","UH-12E","L"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","Expediter","L/M"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","Fairchild 300","L"
